STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-11-27,,56,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-11-28,,55,43
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-11-29,,57,42
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-11-30,,54,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-01,,58,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-02,,60,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-03,,60,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-04,,60,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-05,,57,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-06,,60,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-07,,61,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-08,,62,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-09,,64,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-10,,62,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-11,,56,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-12,,58,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-13,,57,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-14,,56,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-15,,57,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-16,,55,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-17,,57,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-18,,58,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-19,,55,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-20,,56,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-21,,58,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-22,,59,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-23,,54,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-24,,53,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-25,,51,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-26,,53,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-27,,47,39
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-28,,49,40
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-29,,55,41
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-30,,48,41
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2015-12-31,,51,42
